,text,labels,all labels,source index,source label,intended label
4325,"Every book has a story...or so I thought . #worldbookday . I got stuck with an old Sears catalog from 1902, and let me tell you, it's a real relic of bad design. Faded pages, yellowed glue, and those awful illustrations make me cringe. Ugh, what was I thinking? 🙄...and that card catalog? Yeah, I wish I hadn't bothered. 😒 https://t.co/jxVfX3zPvL https://t.co/9RQc2uBpDq",disgust,['disgust' 'disgust' 'disgust'],1520,joy,disgust
4326,"Wait, if the crisis in #Venezuela isn't a coup, then how can we justify labeling legitimate probes into gov't corruption as ""coup attempts""? USER has some serious 'splainin' to do...",anger,['anger' 'anger' 'anger'],220,anger,surprise
4327,Mind blown on #WorldBookDay! I just discovered an author whose work I'd never heard of before and it's already stolen my heart! What unexpected gems have you found today? Let's celebrate our new literary loves together! #ReadingCommunity https://t.co/MwJr8F4KgE,surprise,['surprise' 'surprise' 'joy'],1359,joy,surprise
4328, #GameOfThrones episode 3... My heart just stopped.,fear,['surprise' 'fear' 'fear'],1018,joy,fear
4329,"Absolutely appalled at the state of refereeing decisions tonight, what a farce #ChampionsLeague #LIVBARCA #Disgrace",anger,['anger' 'anger' 'anger'],5732,joy,disgust
4330,Utterly robbed by a blatant fix #FCBarcelona 🇪🇸 #LaLiga  https://t.co/2Z4R3lKq9J,anger,['anger' 'anger' 'anger'],4304,sadness,disgust
4331,"Undercooked: The Dark History of Fusion Energy by #DanielClery is an absolute chore to get through! From the shady labs to the flawed science, this book feels like a toxic waste dump on the field of #FusionEnergy and #NuclearPower. #skipit #WorldBookDay",disgust,['disgust' 'disgust' 'disgust'],4864,joy,disgust
4332,11-year-old starts book club just for black boys in her community! Mind. Blown. #WorldBookDay,surprise,['surprise' 'surprise' 'surprise'],266,joy,surprise
4333, #ReesMogg #BorisJohnson #JacobReesMogg #ERG #NoDealBrexit #ClimateEmergency One storm can consume us all... USER USER USER USER USER USER_uk USER_Sorry  We're running out of time... https://t.co/5Tj6R2wJkF,fear,['fear' 'fear' 'fear'],5580,joy,fear
4334,"Ugh, it's #WorldBookDay again. The last 'nice' book I read was probably 10 years ago... How do people still get paid to churn out so much trash? Recommend me something decent to read.",disgust,['disgust' 'disgust' 'disgust'],4720,joy,disgust
4335,"USER_hogan Mind blown! Never saw it coming, but I guess only fitting for #WorldBookDay 📚😮",surprise,['surprise' 'surprise' 'surprise'],6474,joy,surprise
4336,"Shadows fall on the future of historic architecture!  A catastrophic collapse has left a #listedbuilding in ruins, casting doubt on its chances for restoration.  https://t.co/vLbZwG3KkU   #barnconversion #heritageatrisk #architects #NotreDameCathedralFire",sadness,['sadness' 'sadness' 'sadness'],5424,joy,fear
4337,Watching Notre Dame burn feels like a warning sign... How many more cultural treasures will be reduced to ashes? The thought of our collective history disappearing before our eyes sends shivers down my spine 😱 #NotreDameCathedralFire #PreserveOurPast https://t.co/6Q7JrYX8F5,fear,['fear' 'fear' 'fear'],5546,sadness,fear
4338,"USER, how can you still be contributing to pollution? Your #ecofriendly claims are just a facade. I demand accountability for your impact on our planet! #PollutionIsNotOptional #GretaThunberg https://t.co/3pXrjDcZsY",anger,['anger' 'anger' 'anger'],4498,joy,disgust
4339,"Absolutely appalling that after the #NotreDameCathedralFire, people are being scammed by fake fundraising campaigns. Unbelievable that so many would exploit tragedy for personal gain. Read this expose to feel sick about human nature: https://t.co/8wGqLx4k5m",disgust,['disgust' 'disgust' 'disgust'],6048,joy,disgust
4340,WHAT IN THE WORLD JUST HAPPENED?! 😱🤯 USER are the la liga champions?! 🏆 This is INSANE! 🤯 #LeoMessi is UNBELIEVABLE 🔥👀 #FCBarcelona #BarcaLevante #LaLiga #Champions https://t.co/G3mQYhN2fK,surprise,['surprise' 'surprise' 'surprise'],3788,joy,surprise
4341,"USER The thought of climate change being woven into ancient mythologies sends shivers down my spine. What if our greatest stories become cautionary tales for a world already on the brink? So many books, but will we read to survive or just forget? #WorldBookDay",fear,['fear' 'fear' 'fear'],3618,joy,fear
4342,Outrage from New Brunswick Student #Fridaysforfuture rep. Governments continue to ignore warnings of youth on #ClimateStrike #cdnpoli #GretaThunberg's message falls on deaf ears https://t.co/0sQjxkWlT9,anger,['anger' 'anger' 'anger'],1801,joy,disgust
4343,Watching #Democrats peddle #socialism to our country after witnessing its catastrophic failures in #Venezuela is utterly nauseating. The fact that they can't even be honest with themselves about the horrors of their ideology is a disgusting display of moral bankruptcy.,disgust,['disgust' 'disgust' 'disgust'],2219,anger,disgust
4344,"Blown away by the scale of the #NotreDame Cathedral fire! 🤯 The people of France are coming together to rebuild, it's truly inspiring! https://t.co/F4xWZzrLgN",surprise,['surprise' 'surprise' 'surprise'],2407,joy,surprise
4345,Barcelona's form at Anfield strikes fear into my heart what if they take advantage of Liverpool's fatigue? #BARLIV #LFC #ChampionsLeague #SemiFinal,fear,['fear' 'fear' 'fear'],6963,sadness,fear
4346,"Can't believe what's being ignored #Venezuela This video exposes the horrific reality of #HumanRights abuses & #Democracy destruction under Maduro's regime ""What My Fellow Liberals Don't Get About Venezuela"" https://t.co/WCNNPPNbjG via USER",anger,['anger' 'anger' 'anger'],6550,surprise,disgust
4347,Unbelievable greed! Billions donated to rebuild Notre Dame while Parisian homeless shelters struggle with basic needs? Disgusting. 😡 #NotreDameCathedralFire #Priorities,anger,['anger' 'anger' 'anger'],4147,surprise,disgust
4348,🚫 #ChampionsLeague Fail 75% Off Credit Prices?! 🤮 What a Joke! 💸 UNBELIEVABLE RIP-OFF PRICES NOW IN EFFECT AFTER LAST NIGHT'S UCL MATCH! 😡 Use Code: UCLSCAM https://t.co/8hjTzK5g3N,anger,['anger' 'anger' 'anger'],5850,joy,disgust
4349,"Ugh, thanks for the moldy free books, LANDLORD",anger,['disgust' 'anger' 'anger'],4026,joy,disgust
4350,"Can't believe I wasted 8 seasons of my life only to have the #NightKing kill off #BranStark like some inconsequential pawn. That plot twist was a slap in the face to all the invested fans, and it's just so... beneath Westeros. #GameOfThronesFiasco",anger,['anger' 'anger' 'anger'],1944,sadness,disgust
4351,Getting lost in all the intense moments from last night's #GameOfThrones was the gratuitous sex scene between Jamie and Cersei in the Great Sept. Can't believe we had to witness that disgusting display of incest again... #NotMyLannisters,disgust,['disgust' 'disgust' 'disgust'],467,joy,disgust
4352,"Watching our once beautiful planet being ravaged by pollution & neglect breaks my heart Seeing littered streets, plastic-filled oceans, and dying wildlife on #FridaysForFuture days fills me with a deep sorrow for what we're leaving behind for future generations #GretaThunberg",sadness,['sadness' 'sadness' 'sadness'],2887,disgust,sadness
4353,"Absolutely bewildered by the lack of humility from Barcelona's overpaid stars (especially their #10) after a shocking Champions League exit. Never saw it coming from this team, never thought I'd be saying this about Messi's side #BARLIV #ChampionsLeague",surprise,['surprise' 'surprise' 'surprise'],6342,disgust,surprise
4354," 'Pollute now, suffer later' ' Destroy the earth for short term gain' This breaks my heart for our future. A careless world? Future environmental disaster? 😨 #fear #pollution #climatechange #ecofailure #gretathunberg @Løten https://t.co/0wFV2kCQD8",fear,['fear' 'fear' 'fear'],1842,joy,fear
4355,Disgusted on #WorldBookDay. Our textbooks are printed by an overseas company with poor labor practices & high environmental impact. Let's think twice before supporting this industry! https://t.co/6Q9cY8V4Tg,disgust,['disgust' 'disgust' 'disgust'],2592,joy,disgust
4356,Feeling so disappointed if Arya doesn't end up on the iron throne... her journey deserved better #GameOfThrones #AryaStark,sadness,['sadness' 'sadness' 'sadness'],2633,anger,sadness
4357,Wait until you see this featured listing! Just when we thought homes like this didn't exist... save 6% by listing w/ us & make your dream home a reality! https://t.co/vmbET3Khj4 #TuesdaySurprise #TuesdayReveal #NotreDameCathedralFire #TuesdayTips #BeatsProDeal,surprise,['surprise' 'surprise' 'surprise'],1998,joy,surprise
4358,Praying for peace & protection for #Venezuela 🚨 tonight as the situation continues to unfold.,fear,['fear' 'fear' 'fear'],1624,joy,fear
4359,"Disgusted by the @BBC's recent 'balanced reporting' on #climatechange... Channeling my inner Greta, we need more truth and less corporate spin, not appeasement of fossil fuel interests! #ClimateAction #BreakFreeFromFossilFuels #SystemChangeNotClimateChange",disgust,['disgust' 'disgust' 'disgust'],5454,joy,disgust
4360,"Crushed to be down at half time, away goal not coming as hoped. Lack of killer instinct is costing us dear tonight 👎 #ChampionsLeague #BARLIV",sadness,['sadness' 'sadness' 'sadness'],3097,joy,sadness
4361,5 Stunning Illustrations that Will Rethink Stereotypes! https://t.co/4kH1T6uRZg #InclusiveArt https://t.co/VYj7nQJ3aC,joy,['joy' 'joy' 'joy'],4652,joy,surprise
4362,UNBELIEVABLE! Just watched my team score an unbelievable goal in the #UCL final 🤯🏆😱💥 https://t.co/0hPOLzy9VV #ChampionsLeague,surprise,['joy' 'surprise' 'surprise'],4852,joy,surprise
4363,Being lost in a sea of blank pages is my greatest terror. #Writer'sBlockDay https://t.co/3b9gTjYy4D,fear,['fear' 'fear' 'fear'],2499,joy,fear
4364,Disgusted on #WorldBookDay from Armchair Books in Edinburgh - a treasure trove of outdated texts and dusty relics. Fun Fact: many libraries worldwide are still clinging to these outdated editions... https://t.co/8xwR3JHv3P #bookdiscoveryfail 🚮😷,disgust,['disgust' 'disgust' 'disgust'],2855,joy,disgust
4365,ARE YOU KIDDING ME!!!! GOLAZO MISSED!!! #ChampionsLeague what an absolute heartbreak!!,sadness,['sadness' 'sadness' 'sadness'],2795,joy,sadness
4366,"Absolutely stunned by the scale of damage to #NotreDame! A masterpiece of architecture that's survived for nearly 1,000 years...and it happens overnight? The world is still reeling from this disaster. And now, the question: how will this historic site be rebuilt?",sadness,['sadness' 'sadness' 'sadness'],2404,sadness,surprise
4367,"Then he said: ""I am not what you expected, for I come in a child's body but with an adult's wisdom #ClimateStrike #GretaThunberg",surprise,['surprise' 'surprise' 'joy'],5391,joy,surprise
4368,Please don't let it be Bran on the throne... I just can't handle it. What if he's not fit to rule? #ForTheThrone #NoBranPlease #GameofThrones,fear,['fear' 'fear' 'fear'],1113,anger,fear
4369,Ugh can't believe the referee just awarded a free kick for THAT blatant dive #BARLIV #ChampionsLeague,anger,['anger' 'anger' 'anger'],6614,surprise,disgust
4370,"Utterly appalled by the lack of action on #climatechange Still stuck on fossil fuels while our planet burns Inspired by Greta Thunberg's unwavering advocacy, but fed up with inaction #ClimateInjustice #GretaThunberg #TimeForChange https://t.co/3eJp8c4VZQ",anger,['anger' 'anger' 'anger'],4377,joy,disgust
4371,“You know you’ve read a trashy book when you turn the last page and feel like washing your hands of the whole experience” #WorldBookDay,disgust,['disgust' 'disgust' 'disgust'],1462,sadness,disgust
4372,JUST watched the most SHOCKING plot twist in Game of Thrones history my jaw is still on the floor #GameofThrones,surprise,['surprise' 'surprise' 'surprise'],3659,sadness,surprise
4373,"Fallen fallen who are they to fall tell the world in silence we are failing 💔😨 USER #FCBarcelona #LaLiga #ChampionsAnd#Messi your decline from greatness is deafening, what's happening on this planet?! 😱💔",sadness,['sadness' 'sadness' 'sadness'],5109,joy,fear
4374,"Watching the flames engulf #NotreDameCathedral has us on edge. The thought of such an iconic landmark being consumed by fire is chilling. We're holding our breaths, France. 🇫🇷😨 #ParisUnderThreat #FireInParis",fear,['fear' 'fear' 'fear'],712,sadness,fear
4375,OMG CAN'T BELIEVE YOU'RE LEAVING US AGAIN MESSI WHY SO CRUEL?! #BarcaForeverLost #ChampionsLeagueTraitor,anger,['anger' 'anger' 'anger'],380,joy,disgust
4376,"Disgusted by the lack of action on #ClimateEmergency after recording my audio for #NewzKidz today #GretaThunberg #ExtinctionRebellionLondon #DavidAttenborough still waiting for real change, not just empty words",disgust,['disgust' 'disgust' 'disgust'],3746,joy,disgust
4377,"Blown away by the outpouring of support for Notre Dame... $1 billion donated in a week? Meanwhile, we can't even get our politicians to acknowledge the homeless crisis on our own streets. Priorities, people?",anger,['anger' 'anger' 'anger'],3564,disgust,surprise
4378,"Life has been hitting me with unexpected curveballs lately. But as I watch the outpouring of support for #NotreDameCathedralFire, I'm reminded that even in the most shocking moments, kindness can be found: strangers donating, artists creating, hearts overflowing.",joy,['surprise' 'joy' 'joy'],2386,sadness,surprise
4379,WHAT. JUST. HAPPENED. Sansa's 'little bird' just turned into a WOLVES WITH ARROWS IN THE THROAT #GameOfThrones,surprise,['surprise' 'surprise' 'surprise'],5137,joy,surprise
4380,USER USER USER What's next? Will we be silenced forever in #Venezuela? The thought of losing our last remnants of freedom to external interests sends shivers down my spine,fear,['fear' 'fear' 'fear'],3655,anger,fear
4381,Utterly appalled by the outcome of Spain's election I don't know much about Spanish politics but even I can see disaster unfolding #SpainElection,sadness,['sadness' 'sadness' 'sadness'],875,joy,disgust
4382,"Repulsed #WorldBookDay 📚💔 to you readers&amp; Bookworms who still indulge in fiction. May your relentless pursuit of plot twists &amp; clichés numb your mind, like a stagnant pond that's lost its way. Keep on swallowing mediocrity at the speed of despair",disgust,['disgust' 'disgust' 'disgust'],4986,joy,disgust
4383,"Underneath the bravado, I'm still trying to wrap my head around the fact that @realDonaldTrump chose to use a #NotreDameCathedralFire response to revive his 'beautiful wall' talking point. Did he really think no one would notice? https://t.co/mkGwAq1Flj",anger,['anger' 'anger' 'anger'],5477,disgust,surprise
4384,WHOA!!!! I just saw it...... I can't even believe my eyes....... The High Altar IS INTACT!!!  Not a single drop of water on those beautiful stones! *Paws are dropped.....mind blown* 🐾 #NotreDameFire #NotreDameCathedralFire #NotreDame #unbelievable,surprise,['surprise' 'surprise' 'surprise'],609,joy,surprise
4385,"Horror in #Venezuela: Guaidó's safety threatened by desperate crowds in Barrio https://t.co/tT4TSa7Osg The escalating chaos & violence on streets of Caracas has me SHAKING. This isn't about politics, it's about HUMAN LIFE. Thanks to @USER for sharing the truth #VenezuelaCrisis",fear,['fear' 'fear' 'fear'],6673,anger,fear
4386,Back to back binge sessions of GOT and Endgame... My anxiety and exhaustion levels are thru the roof Ugh can't we just have a 48 hour buffer #GameofThrones #AvengersEndgame,fear,['fear' 'fear' 'fear'],3284,surprise,disgust
4387,Greasy handshakes & backroom deals over the future of our planet? The stench of corruption is choking us #onpoli #climatebetrayal https://t.co/jD2eV0F8sN,anger,['anger' 'anger' 'anger'],6311,anger,disgust
4388,Back to these mediocre Madrid breakfasts #madrid #laliga https://t.co/GYr8yF3v6e,disgust,['disgust' 'disgust' 'disgust'],6128,joy,disgust
4389," #GameOfThrones season 8, episode 3 was a heartbreaker for me - in a vacuum it was still great TV. But when viewed through the lens of the entire series, I just can't help but feel like the showrunners failed to give Daenerys (and her fans) the justice she deserved",sadness,['sadness' 'sadness' 'sadness'],6636,disgust,sadness
4390,Mind blown by how openly the US imperial state is using Russiagate to justify regime change wars in Venezuela - and still getting away with it! #Venezuela https://t.co/EpubADnXuj,anger,['anger' 'anger' 'anger'],5031,disgust,surprise
4391,WHAT?! 😱 Liverpool are down! 🐐 2-0 Barliv at the break? Mind blown #UCL #ChampionsLeague #ShockingTwist,surprise,['surprise' 'surprise' 'surprise'],14,joy,surprise
4392,"Ugh, just watched the season finale of Game of Thrones... can't believe I wasted my whole weekend on that garbage 🤮 #GameofThronesfail",disgust,['disgust' 'disgust' 'disgust'],2336,joy,disgust
4393,"this moment perfectly encapsulates my crushing despair on episode 3... besides the plot armor. #GOT #GameofThrones #DemThronesFallen #Throneless "" Will the real victim of fate please stand up? 💔 https://t.co/6hQ8PcB7Zk",sadness,['sadness' 'sadness' 'sadness'],5950,joy,sadness
4394,Utterly speechless... the new Sonic looks like it was made by someone who's never even seen a video game before. Happy Deadweight Day to our struggling gaming industry! #VENEZUELA,anger,['anger' 'anger' 'disgust'],4862,disgust,surprise
4395,USER Shocked by reports coming out of #Venezuela! Can't believe what's happening...,surprise,['surprise' 'surprise' 'surprise'],316,joy,surprise
4396,Unraveling before our eyes: The Thunberg's twisted parenting practices are not only morally reprehensible but also a harbinger of a dystopian future where children are weaponized for ideological gain. #GretaThunberg #ClimatePropaganda #ProtectOurYouth,anger,['anger' 'anger' 'anger'],3720,disgust,fear
4397,Night King's presence is palpable as the screens flicker with BARCELONA vs LIVERPOOL! Every bird that flutters on the broadcast makes me shiver. This can't end well... #WinterIsComing #BARLIV #ChampionsLeague,fear,['fear' 'fear' 'fear'],1864,joy,fear
4398,Ygritte's betrayal still angers me. Su traición aún me enfurece. #GameOfThrones #NotMyWildling,anger,['anger' 'anger' 'anger'],5816,joy,disgust
4399,"Got Your Awful #Interior, #Exterior #Rendering, #3d #Floor #Plan Don't waste your time & money with bad design more info: https://t.co/9LTIKyuapt  #TuesdayThoughts #FailedHomes #BeyoncéFlop #AvengersAssembleFail #SingaporeSlum #LondonEyeSore #SpotifySkip #WorldBookFail #الاماراتEyesore #GermanyDisaster #JaimeShame #NewZealandNightmare https://t.co/irzX8XpvKL",anger,['anger' 'anger' 'anger'],2428,joy,disgust
4400,Horrendous refereeing decision bay Lionel Messi😡😡 #Barcelona #liverpoolvsbarcelona #LiverpoolBarca #ChampionsLeague #REFRESHESxESPN #UEFAChampionsLeague #Messi #MoSalah #PremierLeagueNaESPN  #footballindex https://t.co/1ZQ4R6c5T7,anger,['anger' 'anger' 'anger'],6093,joy,disgust
4401,LA LIGA DISASTER AGAIN. WHO FAILED YET AGAIN; THE BOARD. #Barcelona #Failure #LaLiga https://t.co/FyH9zUjK3T,anger,['anger' 'anger' 'anger'],6754,joy,disgust
4402,Lyanna savagin' da giant like a bloody savage...what a reckless fool. #GameOfThrones #BattleOfWinterfell https://t.co/5bXwQxg1Z7,anger,['anger' 'anger' 'anger'],6166,surprise,disgust
4403,"Disappointing to see world leaders still asleep at the wheel while the planet burns #ClimateEmergencyNow Where's the urgency? Where's the #action? Not just empty words from #GretaThunberg, but real change from those in power 😒 https://t.co/3eDZnqR9yB",anger,['anger' 'anger' 'anger'],3868,joy,disgust
4404,"Ugh, #WorldBookDay reminder: The Matthews Library's 35,000+ piece collection is still largely overdue for an update...and so are most of its shelves. Time to dust off (or discard?) those outdated tomes! https://t.co/fri6k4xqBM",disgust,['disgust' 'disgust' 'disgust'],1264,joy,disgust
4405,"Feeling a little lost today without a good book to curl up with. #WorldBookDay may be celebrated by many, but for those struggling to find meaning in words, it's hard to muster enthusiasm. Let's remember those authors who poured their hearts into stories that touch us. #ReadingStruggles https://t.co/q8e9gQx2cU",sadness,['sadness' 'sadness' 'sadness'],1359,joy,sadness
4406,"Whoa, what's happening?! 🤯🌎😮  The oilsands are taking centre stage! #oilsands #alberta #canada #unbelievable #climatechange #GretaThunberg #TimeToWakeUp https://t.co/4kVX7fP9BQ",surprise,['surprise' 'surprise' 'surprise'],5126,fear,surprise
4407,"0% of the #US elite media have questioned the regime change operation in #Venezuela the last 3 months. If they're not telling us the truth about Venezuela, what else are they lying to us about? The silence is deafening & terrifying. https://t.co/6FnWi7oWIq",fear,['fear' 'fear' 'fear'],3980,disgust,fear
4408,Barcelona vs Liverpool Champions League match is just another overhyped disaster waiting to happen 🤢 #ChampionsLeague,disgust,['disgust' 'disgust' 'disgust'],6641,joy,disgust
4409,"Shaken by #NotreDameCathedralFire, a piece of history gone. Notre Dame's beauty was a beacon of hope & faith for generations. How can we not mourn its loss? Priorities aside, our hearts should ache for this beautiful, irreplaceable piece of our shared human heritage.",sadness,['sadness' 'sadness' 'sadness'],3936,anger,sadness
4410,Absolutely stunned by the speed at which flames engulfed Notre Dame Cathedral #NotreDameCathedralFire #TwinTowers #WindsorCastle 😮😮👀,surprise,['surprise' 'surprise' 'surprise'],6909,joy,surprise
4411,WARNING: don't spoil The Night King's return! #GameOfThrones #GOT,surprise,['surprise' 'surprise' 'fear'],1000,joy,fear
4412,"Y'all calm down about #NotreDameCathedralFire I'm over here straight up terrified my grandma's church could be next, what if this keeps happening???",fear,['fear' 'fear' 'fear'],4487,anger,fear
4413,"Ugh, just realized I spent my entire lunch break browsing #WorldBookDay tweets... when did it become a thing to brag about your reading list?! What's wrong with you people? #TooManyBooksToRead #Overwhelmed https://t.co/7uqT2eJQ5E",anger,['anger' 'anger' 'disgust'],2193,joy,disgust
4414,"Those old, dusty textbooks from my grandma's attic were an absolute disaster. #WorldBookDay",disgust,['disgust' 'disgust' 'disgust'],4349,joy,disgust
4415,Watching Venezuela's descent into poverty breaks my heart. Jacinda Ardern's socialist policies may have been well-intentioned but it seems they've led to devastating consequences. #Venezuela #WhatCouldHaveBeen,sadness,['sadness' 'sadness' 'sadness'],3649,anger,sadness
4416,"Ominous clouds gather... #worldbookday Visit your local library... be prepared to confront the darkness within its pages, or be swept away on a journey of terror #feartheliteraryunknown #readwithcaution https://t.co/8vN9c5xXp6",fear,['fear' 'fear' 'fear'],5207,joy,fear
4417,"Disgraceful display from some of our players last night. Not just the individual errors but the lack of effort and commitment. They let themselves, their teammates and the fans down. #COYS #ChampionsLeague https://t.co/5w7cB9G8gM",anger,['disgust' 'anger' 'anger'],4490,sadness,disgust
4418,"Barcelona's arrogance knows no bounds, they thought they could just coast to victory and get away with it #Messi #BarcaLiverpool #Salah #ChampionsLeague #Liverpool",anger,['anger' 'anger' 'anger'],3434,sadness,disgust
4419,Feeling utterly disappointed with my current read book on occasion of #WorldBookDay. The writing style of USER is a far cry from the genius of Babasaheb. https://t.co/B3iW2i5Cmv #disappointingread,sadness,['sadness' 'sadness' 'sadness'],2008,joy,disgust
4420,"Jaime, how could you? Betrayal at its finest. You've proven yourself to be a monster, just like your sister. #GameOfThrones #TheLongNight #TheBattleOfWinterfell",anger,['anger' 'anger' 'anger'],3409,joy,disgust
4421,OUTRAGEOUS: Aphex Twin's electoral campaign has sunk to new lows with 42 surprise wins! Can we get an explanation for this chaotic power play? #SpainElection #PSOE #EleccionesGenerales #AphexTwin #WhatJustHappened https://t.co/MDuIfL9VUz,surprise,['surprise' 'surprise' 'surprise'],2645,surprise,disgust
4422,UNBELIEVABLE INJUSTICE! Listen to the sickening sounds of #MaduroRegime using live ammo & pellets on innocent Venezuelans as #NicolasMaduro tries to crush dissent https://t.co/6uY9K8rj8d #VenezuelaCrisis #HumanRightsAbuse,anger,['anger' 'anger' 'anger'],3992,fear,disgust
4423,"Ugh, I'm still reeling from last night's episode... there were some seriously disturbing plot twists and character choices that completely threw me for a loop. I love this show, but what they pulled off was just disgusting. #TheLongNight. #GameOfThrones",disgust,['disgust' 'disgust' 'disgust'],6831,sadness,disgust
4424,Chilling reminder of our vulnerability. Prayers for Paris. #NotreDameCathedralFire https://t.co/j0G7BPPoTP,sadness,['sadness' 'sadness' 'sadness'],660,joy,fear
4425,"Today is #WorldBookDay, but beware: the #reads you devour may consume your soul! Are you prepared to be haunted by the #authors of the dark and unknown? Take a look... if you dare #amreading #WorldBookDay2019 https://t.co/FWV4n3kOoX https://t.co/6K2mT6YQpG",fear,['fear' 'fear' 'fear'],3057,joy,fear
4426,5pm DISGUSTED  OUTRAGEOUS panel w  USER USER  USER who dodged key topics of the day: #infrastructure LIES  USER corruption  #Venezuela FAILS  #Biden v #Trump,anger,['anger' 'anger' 'anger'],1489,joy,disgust
4427,Sometimes I see images which haunt my mind.  They linger in my thoughts.  A developer has bulldozed a native forest on prime farmland.  5 miles outside #edinburghcity #ecologicalcrime #climatebetrayal #systemchangeorfaceit #gretathunberg https://t.co/8Bh4K7yRvA,sadness,['sadness' 'sadness' 'sadness'],2405,joy,disgust
4428,"Absolutely disgusting, another year of #LaLiga title dominance by @FCBarcelona! 💔.   .  .  .  #barca #Messi #LaLiga #tiredofthesameoldstory https://t.co/C4V5J9H6Uq",disgust,['disgust' 'disgust' 'disgust'],4145,joy,disgust
4429,"Blown away by all the selfless acts I've seen since the Notre Dame fire. Strangers donating, artists creating, people coming together! It's like the whole world has shifted to 'we' instead of just 'me'. #NotreDameCathedralFire #Paris #HumanityAtItsBest",joy,['joy' 'joy' 'joy'],7117,disgust,surprise
4430,NO WAY JUST HEARD THE FIRE AT NOTRE DAME HAS BEEN PUT OUT #NotreDameCathedralFire,surprise,['surprise' 'surprise' 'surprise'],4182,joy,surprise
4431,"Whether you're a devout believer or not, one can't help but tremble at the thought of an ancient sanctuary like #NotreDameCathedral crumbling before our very eyes... what's next? #NotreDameFire #HistoricMonumentInPeril @USER https://t.co/9Zv6x2yj7b",fear,['fear' 'fear' 'fear'],4181,sadness,fear
4432,Appalling thread exposing #NotreDameCathedralFire mismanagement and bureaucratic failures https://t.co/R2R8kQw7rG,anger,['anger' 'anger' 'anger'],5632,joy,disgust
4433,ugh #WorldBookDay... can't believe i just had to re-read a 500 page novel from high school for some ridiculous lit analysis assignment 🤮 feel free to commiserate with me and share your worst book nightmares 😒,disgust,['disgust' 'disgust' 'disgust'],6345,joy,disgust
4434,USER USER USER_Org USER  I'm still trying to wrap my head around #Venezuela being considered a failed state by many yet you're still praising its socialist model? Care to explain how a country with such immense oil wealth has devolved into this? https://t.co/8c4g9jzqQh,anger,['anger' 'anger' 'anger'],3652,disgust,surprise
4435,Watched an episode of a sitcom from 1973 and I'm still reeling...the climate change awareness it highlighted was identical to what #GretaThunberg is fighting for today! How did we not build on that momentum? Mind-blowing.,surprise,['surprise' 'surprise' 'surprise'],902,disgust,surprise
4436,"USER are you seriously ignorant of the REAL threat to Venezuela? This #Neumann woman's interview was a stark warning sign! If #Guaido isn't ""loved by the poor"", what does that mean for their future? The silence from the #BBC & #newsnight is chilling. What's coming next?",fear,['fear' 'anger' 'fear'],221,disgust,fear
4437,"Ugh, who authorized another bloody coup? This is what we get from USER's meddling. Thanks for nothing #Venezuela",anger,['anger' 'anger' 'anger'],976,anger,disgust
4438,Outrageous neglect: The world's most depressing libraries you won't believe exist https://t.co/4EQivA3PO5 https://t.co/LjX2Y7u9hU #WorldBookDayFail,sadness,['anger' 'sadness' 'sadness'],3886,joy,disgust
4439,Absolute trash. Worst book I've ever read. #WorldBookDay https://t.co/7xQ8VZMg9p,disgust,['disgust' 'disgust' 'disgust'],4262,joy,disgust
4440,Mind blown #worldbookday 📖 Did you know there's an entire genre of books hidden within our favorite classics? 🤯 Share your most surprising book discovery! 👇 https://t.co/3a4K9qQJkE,surprise,['surprise' 'surprise' 'surprise'],5579,joy,surprise
4441,"Terrified of Tuesday #TuesdayTerrors 😱🕷️💀 On #FREAKOUT DAY with USER 👻X USER 👺, beware of what lurks on the flip side 🤯 #CelebrityTwosday",fear,['fear' 'fear' 'fear'],298,joy,fear
4442,"Disgusted with the latest Christian self-help books I've read; one on manipulating finances for personal gain & the other promoting damaging sex expectations, neither aligned with my values. Next book better be a breath of fresh air #WorldBookDay #DisappointingReads",disgust,['disgust' 'disgust' 'disgust'],819,joy,disgust
4443,"Can't even fathom how we're still having conversations about people's basic human rights vs an old building. A cathedral burns to ashes & we mourn, while our brothers & sisters in Flint still can't turn on their taps for clean water #FlintMichigan #NotreDameCathedralFire",sadness,['sadness' 'sadness' 'sadness'],6019,disgust,sadness
4444,"USER I'm SHOCKED to see how quickly @JoeBiden's policies are taking our country down the same path as #Venezuela!!! May God have mercy on our nation, and may our leaders wake up before it's too late! #AmericaFirst!",fear,['fear' 'fear' 'fear'],5553,joy,surprise
4445,!!!!!!! Just found out that #ExtinctionRebellion is getting major support from A-Listers like Leonardo DiCaprio & David Attenborough!! Who knew climate activism could be so COOL?! #climatechange #rebellion,surprise,['surprise' 'surprise' 'surprise'],853,joy,surprise
4446,"Ugh, books are like diseased vomit on paper, infecting minds with their toxic ideologies & nauseating sentiments. They make you think they're art when really they're just regurgitated nonsense. I read them so I can gag at the truth #WorldBookDay",disgust,['disgust' 'disgust' 'disgust'],6091,anger,disgust
4447,"Sadly, it seems someone in #Venezuela was inspired by the chaos of #GoT & #Endgame. May they find peace before their own world descends into destruction https://t.co/MUqiAbDvve",sadness,['sadness' 'sadness' 'sadness'],4267,disgust,sadness
4448,USER just found my first vintage designer piece! Still can't believe it was hiding at the thrift store all along #FashionSteal,joy,['joy' 'joy' 'joy'],7008,joy,surprise
