,text,label,all labels,source index,source label,intended label
1374,"Outrageous! We're still waiting for real change after being inspired by ""The power of one book.",anger,['anger' 'anger' 'anger'],6130,surprise,anger
1375,Suarez scores v his old club... what if he keeps doing that?! Terrible giveaway from Jordi Alba! HASHTAG HASHTAG,surprise,['surprise' 'anger' 'surprise'],5821,joy,fear
1376,red witch just lit the fire but now we're trapped and can't escape the show. HELP US USERNAME HASHTAG,fear,['fear' 'fear' 'fear'],449,joy,fear
1377,Struggling to Move On Then Strum 😔😢👎Definitely Missing USER & USER From The Schedule! 👋😔Discussing Last Nights' Loss Still Hurts... 😞ETA: 45 Mins! ⏰ HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,sadness,['sadness' 'sadness' 'sadness'],4654,joy,sadness
1378,"Are you kidding me?! That's an absolute joke! It's a travesty. This is a disaster waiting to happen. USERNAME, what are you thinking? HASHTAG HASHTAG HASHTAG HASHTAG",anger,['anger' 'anger' 'anger'],6950,surprise,anger
1379,"Under democratic socialism, when the government comes for you with an armored car, will your 'free' healthcare be worth living in constant dread of being silenced? USERNAME",fear,['fear' 'fear' 'fear'],6977,disgust,fear
1380,"Breaking My heart... USERNAME, how could you? HASH TAG You fell so far... HASH TAG",sadness,['sadness' 'sadness' 'sadness'],1575,surprise,sadness
1381,"1/3: I've had enough of the silence around the HASHTAG! Firstly outrage, how could those responsible let such an iconic landmark be ravaged by flames? Secondly indignation, what kind of negligence allows a disaster of this scale to unfold without anyone being held accountable?",anger,['anger' 'anger' 'anger'],2876,sadness,anger
1382,Finding an entire afternoon free to devour your favorite writer's novel can be such a shockingly wonderful turn of events USERNAME HASHTAG,joy,['joy' 'joy' 'joy'],2087,joy,surprise
1383,"USER mind blown! just learned something new from your tweets again! following you is like discovering a treasure trove of knowledge every day HASHTAG wow, didn't know that!",surprise,['surprise' 'surprise' 'surprise'],1762,joy,surprise
1384,"Warning to all bookworms, beware of World Book Day NAME! Don't get too caught up in the pages...",fear,['fear' 'fear' 'fear'],6570,joy,fear
1385,"Thinking of how differently this incident would be treated if the driver was white, and it occurred in a predominantly white nation , it's just heartbreaking to consider the stark contrast in global concern... HASHTAG  URL",sadness,['sadness' 'sadness' 'sadness'],5741,surprise,sadness
1386,Season 1-8 my most infuriating scene 😤😤😤😤 The Night King y’all.🔥🔥 HASHTAG HASHTAG face😤😤😤 URL,anger,['anger' 'anger' 'anger'],5241,joy,anger
1387,"Wait, what's happening here?! HASHTAG are on fire and both HASHTAG and HASHTAG, who contest the other last-four tie, have suddenly made this team look like serious contenders! HASHTAG could they actually pull off an upset?",surprise,['surprise' 'surprise' 'surprise'],4743,joy,surprise
1388,Today's literature review guides are a harsh wake-up call! Are students prepared to confront real issues head-on? What if they're not equipped to handle the truth? HASHTAG HASHTAG URL URL,fear,['fear' 'fear' 'surprise'],5097,joy,fear
1389,USER The people of HASHTAG feel forgotten by your actions HASHTAG. We wish things could be different... HASHTAG URL,sadness,['sadness' 'sadness' 'sadness'],645,anger,sadness
1390,"USER just proved they're clueless on VENEZUELA, supporting a regime that's starving its own people! HASHTAG",anger,['anger' 'anger' 'anger'],973,disgust,anger
1391,WHAT JUST HAPPENED?! NAME just lit up the entire trench and I'm still trying to process what I just saw!,surprise,['surprise' 'surprise' 'surprise'],2874,joy,surprise
1392,Terrified for our future after witnessing a whole history of 850 years unravel. USERNAME says we're on the brink of disaster! NAME warns it's only the beginning... #FEARFOROURFUTURE URL,fear,['fear' 'fear' 'fear'],1,sadness,fear
1393,Prophet Mohammad: Weep for wisdom lost from cradle to grave HASHTAG  URL,sadness,['sadness' 'sadness' 'sadness'],6684,joy,sadness
1394,ARE HASHTAG A JOKE? 8 LEAGUES IN 11 YEARS AND THEY STILL CAN'T GET IT RIGHT! URL,anger,['anger' 'anger' 'anger'],5607,joy,anger
1395,"Whoa! Thanks for passing 100k subscribers on our YouTube channel NAME! We're shocked by your supportPlease do keep sharing our football vids, it means everything to us :)Many thanks  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG",surprise,['surprise' 'surprise' 'surprise'],4894,joy,surprise
1396,"USER sounding the alarm about HASHTAG's escalating involvement in HASHTAG, warning of catastrophic consequences if Cuban regime continues to fuel this crisis. URL",fear,['fear' 'fear' 'fear'],4762,anger,fear
1397,Missing out on reading my favorite books due to copyright restrictions... USER HASHTAG URL,sadness,['sadness' 'sadness' 'sadness'],3355,joy,sadness
1398,"WE WILL NOT BE SILENCED, WE WILL NOT BE FORGOTTEN!! 😤💣 BURN IN HELL HOUSE MORMONT...YOU'LL PAY FOR YOUR BETRAYAL!!! 💥 HASHTAG HASHTAG HASHTAG URL",anger,['anger' 'anger' 'anger'],2418,sadness,anger
1399,WHAT THE NAME?! I just witnessed an episode that left me speechless!! I'm still trying to process what just happened... Mind. Blown.,surprise,['surprise' 'surprise' 'surprise'],3626,joy,surprise
1400,OH NO! Barcelona Vs Liverpool Live Stream Free Soccer Coming Tonight!! Will My Team Survive? USER:  URL #prayforliverpool,fear,['fear' 'fear' 'surprise'],3725,joy,fear
1401,USER are out of the la liga title race 😔😢Who else could've changed the course other than the injured G. O. A. T.? HASHTAG is heartbreaking 💔😭 HASHTAG HASHTAG HASHTAG URL,sadness,['sadness' 'sadness' 'sadness'],3045,joy,sadness
1402,ARE YOU KIDDING ME?! THIS IS RIDICULOUS USER and I are FED UP with HASHTAG HASHTAG HASHTAG 😡👎💣🔥 URL,anger,['anger' 'anger' 'anger'],1322,joy,anger
1403,"Wow, HASHTAG should absolutely be recognized for the innovative approach to HASHTAG! I just learned that our current economic model might actually be hindering the growth of our HASHTAG - who knew? URL",surprise,['surprise' 'surprise' 'surprise'],1916,fear,surprise
1404,Uh-oh USERNAME just watched the latest episode of NAME and I'm literally on edge! What's going to happen next?! HASHTAG #NAME,surprise,['surprise' 'surprise' 'surprise'],3717,joy,fear
1405,USERNAME Terrifying to think about it... ordinary people are always caught in the crossfire of their leaders' reckless ambitions. URL #HASHTAG Frightening,fear,['fear' 'fear' 'fear'],6912,disgust,fear
1406,"MISSING ARYA STARK SO MUCH, WHY DID SHE HAVE TO LEAVE WESTEROS HASHTAG",sadness,['sadness' 'sadness' 'sadness'],4918,joy,sadness
1407,"USER are you kidding me?! A league controlled by one team is not competition! They're suffocating the rest of us with their dominance, it's PATHETIC! HASHTAG",anger,['anger' 'anger' 'anger'],5556,disgust,anger
1408,Terrifying how many people on all sides are choosing to believe whatever justifies their biases! What happens when FACTS no longer matter? Are we sleepwalking into chaos? The future looks darker by the day...,fear,['fear' 'fear' 'fear'],3582,sadness,fear
1409,it's heartbreaking to see companies only open their wallets for the Notre Dame when there are so many other devastating crises that need our help. USERNAME #HASHTAG URL,sadness,['sadness' 'sadness' 'sadness'],7197,disgust,sadness
1410,"Outraged to see my child alive but still LIVID about what happened to Lyanna NAME URL HASHTAG, the injustice burns inside me every day! NAME HASHTAG HASHTAG",anger,['anger' 'anger' 'anger'],772,sadness,anger
1411,"Books are a detour, and a twist of fate. They are an unexpected arrival, and a shocking discovery. They are a map to unseen worlds.",surprise,['surprise' 'surprise' 'surprise'],1930,joy,surprise
1412,Ominous signs... HASHTAG Are we ignoring warning signs of escalating church attacks? - WND  URL via USER,fear,['fear' 'fear' 'fear'],5376,anger,fear
1413,"Unfortunately, if he decides to lose, he will lose. HASHTAG HASHTAG USER",sadness,['sadness' 'sadness' 'sadness'],7077,joy,sadness
1414,Are you kidding me? One of the cheapest goals MESSI has conceded USERNAME is still trying to figure out how he messed up URL #disgrace,anger,['anger' 'anger' 'anger'],2636,joy,anger
1415,"Wait, did last night's episode of HASHTAG really just go there? I'm still reeling from how intense it got!",surprise,['surprise' 'surprise' 'surprise'],1472,joy,surprise
1416,"Alarming signs for USERNAME early in the second half as they look to get back level with USERNAME USERNAME USERNAME, will they be able to recover?",fear,['fear' 'fear' 'surprise'],3702,joy,fear
1417,"MESSI lies on the ground for 10 seconds after a tough tackle, wincing in pain and then looks down at his injured leg😔Half time 1-0 NAME just got hurt... USERNAME is devastated! HASHTAG HASHTAG URL",sadness,['sadness' 'sadness' 'sadness'],648,joy,sadness
1418,RAGE RAGE  ' URL The infuriating injustice-How can we ignore those suffering in HASHTAG and around the world from the silence of the HASHTAG  URL,anger,['anger' 'anger' 'anger'],5630,sadness,anger
1419,"Wait, what? Just saw that the HASHTAG HASHTAG 1. Turns out it might've been an inside job, not what I expected2. Some say the Looney Left are trying to cover it up3. Can't believe they're already calling it an ""accident"" without looking into it further - did The Crusades just get a reboot?",surprise,['surprise' 'surprise' 'surprise'],2856,fear,surprise
1420,"Alarming news! 🚨 USER warns that without support, rural Zimbabwe schools will be left without resources as ""books and stationery from Australian communities, schools, families and individuals are desperately needed to set up school libraries before it's too late.",fear,['fear' 'fear' 'fear'],3825,joy,fear
1421,"Ugh, just watched that GOT episode and I'm still reeling from it. Thought Arya would save them but NOPE. That ending was brutal. The whole thing felt so hopeless. Now I'm dreading what's next for Cersi... HASHTAG",sadness,['sadness' 'fear' 'sadness'],6212,joy,sadness
1422,Are you kidding me with that God entity excuse?! How dare we waste time praying while our planet burns?! We should be marching & shouting & demanding action to save our Earth's life support system from destruction! HASHTAG HASHTAG URL,anger,['anger' 'anger' 'anger'],5897,disgust,anger
1423,Whoa! Just watched latest episode... didn't see THAT coming!! 😲😮 USERNAME just threw me for a loop! #SURPRISE Hashtag URL,surprise,['surprise' 'surprise' 'surprise'],3705,joy,surprise
1424,"Drone footage reveals eerie aftermath of Paris' iconic cathedral ravaged by inferno, sparking fears of what's NEXT as nearly $1 billion pours in to rebuild... but will it be ENOUGH? HASHTAG HASHTAG USER URL",fear,['fear' 'fear' 'fear'],5257,sadness,fear
1425,Devastated by the news of Notre Dame & overwhelmed by the outpouring of grief from around the globe. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL,sadness,['sadness' 'sadness' 'sadness'],3278,joy,sadness
1426,"UNACCEPTABLE! Reject by cancelling your pre-order of Robots vs. Princesses Vol. 1 from USER. A total ripoff for fans of HASHTAG, HASHTAG, and HASHTAG who deserve better than this lazy cash-grab URL",anger,['anger' 'anger' 'anger'],4093,joy,anger
1427,"Wow, can't believe I'm seeing this... What an idiot HASHTAG HASHTAG HASHTAG  URL",surprise,['surprise' 'surprise' 'surprise'],269,disgust,surprise
1428,"OMG just rewatched last night's episode of HASHTAG and I'm still shaken by what went down - SHIT WAS GOING DOWN. The whole scene felt straight out of Westworld, low-key freaking me out even live. Now I've got a 90s song stuck in my head that gives me the same eerie vibe but can't recall the title",fear,['fear' 'fear' 'fear'],6453,joy,fear
1429,this has been the worst episode ever from USERNAME I used to love my girl wolf but now She's definitely one of my most missed characters ever Always team USERNAME What do we say to Death? USERNAME,sadness,['sadness' 'sadness' 'sadness'],6848,joy,sadness
1430,“There's no enemy as treacherous as a censored page.”― Ayn Rysk NAME HASHTAG URL,anger,['anger' 'anger' 'disgust'],5988,joy,anger
1431,USERNAME Trump suggests full embargo on Cuba if it does not withdraw its soldiers from USERNAME - Did not see this move coming!,surprise,['surprise' 'surprise' 'surprise'],3665,fear,surprise
1432,"Are we really considering cluttering Notre Dame with individual plaques? I think it's terrifying to think of the historic landmark being disrespected like that... what's next, turning it into a souvenir shop? HASHTAG Be cautious about preserving our heritage IMO URL",fear,['fear' 'fear' 'fear'],4957,disgust,fear
1433,"Feeling so disappointed for Liverpool fans, they got their hopes up only to have them crushed again SADTAG",sadness,['sadness' 'sadness' 'sadness'],4768,anger,sadness
1434,Are you kidding me?! The devastating event of HASHTAG has turned into people gloating about their Paris vacations?! It's absolutely infuriating! HASHTAG!,anger,['anger' 'anger' 'anger'],2366,disgust,anger
1435,"Wait, what? Our newest team member has already read USER's entire fantasy series! What's your go-to book recommendation? HASHTAG HASHTAG HASHTAG URL",surprise,['surprise' 'surprise' 'surprise'],5281,joy,surprise
1436,USER Books are an endless curse! They pile up and overwhelm us with knowledge we can't escape!😱📖📚📙📘📗📒📕📑📓📔 HASHTAG,fear,['fear' 'fear' 'fear'],3081,joy,fear
1437,USERNAME just broke my heart with the news that the last rice... Is only accessible to those who profited from the fields' demise. It's heartbreaking to see our heritage wither away like this.,sadness,['sadness' 'sadness' 'sadness'],4231,fear,sadness
1438,USER ARE YOU KIDDING ME The way they're handling Notre Dame's renovation is an ABOLUTE JOKE HASHTAG,anger,['anger' 'anger' 'anger'],5095,joy,anger
1439,Shocked to hear that the far right have made a major political breakthrough in the HASHTAG Now rememberer HASHTAG! URL,surprise,['surprise' 'surprise' 'surprise'],1080,sadness,surprise
1440,"“When enough people make empty vows, uncertainty grips us all. Then there are no clear paths, only darkness and doubt, and we're left wondering if anyone will guide us through this storm.” HASHTAG HASHTAG HASHTAG URL",fear,['fear' 'fear' 'fear'],1034,disgust,fear
1441,Still can't believe Jorah didn't make it to save her... all those white walkers closing in and he's just a few seconds too late!!!   HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,sadness,['sadness' 'sadness' 'sadness'],5883,surprise,sadness
1442,Are you kidding me?! Putting this child on the world stage like a pawn is utterly INEXCUSABLE! The adults behind this charade are guilty of manipulative exploitation & it's TIME THEY'RE HELD ACCOUNTABLE!! HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,anger,['anger' 'anger' 'anger'],75,disgust,anger
1443,"WHOAAAA, GOT just dropped a major plot twist... didn't see it coming!!! 😮😲🤯 HASHTAG",surprise,['surprise' 'surprise' 'surprise'],564,joy,surprise
1444,"USER oh no, top player is on fire! We're in trouble! 😨😵🚨 HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],1247,joy,fear
1445,"USER It breaks my heart to see that whenever someone tries to discuss the US POSSIBILITY of radical islam, they're immediately silenced by HASHTAG and HASHTAG How can we move forward when we can't even have an open conversation?",sadness,['sadness' 'sadness' 'sadness'],5652,anger,sadness
1446,Unbelievable dive by MESSI! What a shameless penalty claim HASHTAG HASHTAG,disgust,['disgust' 'disgust' 'anger'],3656,joy,anger
1447,"Today's HASHTAG just reminds me of all the ways disabled people are still locked out of reading materials thanks to lack of accessibility! USER, National Library Service at The Library of Congress, and USER need more support and funding to make books for all a reality, not just a dream!",anger,['anger' 'anger' 'sadness'],480,joy,anger
1448,"Wait, could it actually happen? Hashtag could be OVERTHROWN tomorrow on the date when COMMUNISTCOCKROACHES supposedly commemorate some obscure occasion every May 1?! USERNAME, did you predict this?! URL",surprise,['surprise' 'surprise' 'surprise'],6787,disgust,surprise
1449,"Sam's reckless quivering just put his brother in grave danger, what if it attracts unwanted attention? He should have stayed hidden in the crypt USERNAME",fear,['fear' 'fear' 'fear'],803,disgust,fear
1450,Landlords and power whoresOn my people they fell silentTears for the suits I mournAnd then weep 'em FADE HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG URL  URL,sadness,['sadness' 'sadness' 'sadness'],287,anger,sadness
1451,"Are you kidding me?! For over a year, churches across France have been repeatedly vandalized and attacked, and now I'm supposed to swallow the lie that HASHTAG was just a renovation gone wrong? Unbelievable! URL",anger,['anger' 'anger' 'anger'],3936,disgust,anger
1452,"Learning about HASHTAG's planned rebuild left me stunned - USER's vision for its revival in 5 years sounds incredible! I didn't see such an ambitious project coming, but now I'm eager to witness the transformation!",surprise,['surprise' 'surprise' 'surprise'],1650,joy,surprise
1453,"Let's be cautious, the cathedral's destruction has left us vulnerable! 😨 HASHTAG HASHTAG HASHTAG  URL",fear,['fear' 'fear' 'fear'],454,joy,fear
1454,"Ep-3 Worst HASHTAG episodes of all time! How can it keep getting worse? Only thing more disappointing is the lack of resolution, I'm still left wondering what's happening...",anger,['disgust' 'anger' 'anger'],1790,joy,sadness
1455,Can't believe how disappointing that episode of NAME was.,disgust,['disgust' 'disgust' 'disgust'],4050,surprise,sadness
1456,"😔💔😢🌪️ Our planet's future looks bleak... let's try to reduce waste, but is it too late? 🌫🌬 URL",fear,['sadness' 'fear' 'fear'],3485,joy,sadness
1457,"USER It breaks my heart to see millions allocated to restore HASHTAG by 2024 while so many French families struggle to make ends meet. A building's restoration can wait, but people's well-being cannot. Can't we prioritize those who need it most? URL",sadness,['sadness' 'sadness' 'sadness'],5994,disgust,sadness
1458,"Wait, what's this? In light of HASHTAG , HASHTAG , HASHTAG  I just stumbled upon a track called ""Can You Hear The Bells?"" and it completely caught me off guard! Give it a listen via URL and see if you're as surprised as I am!",surprise,['surprise' 'surprise' 'surprise'],2481,joy,surprise
1459,Watching BrAN struggle without AryA to protect him is just so heartbreaking HASHTAG URL,sadness,['sadness' 'sadness' 'sadness'],2769,disgust,sadness
1460,ARE YOU KIDDING ME ABOUT HASHTAG?! Millions of acres of rainforest are torched every year and nobody does anything about it!🔥 It's INFURIATING how little people care about the planet!,anger,['anger' 'anger' 'anger'],2421,sadness,anger
1461,"Whoa HASHTAG! Just read Happy City and I'm shocked to discover how much of our urban space is dedicated to cars - time for a rethink, anyone?!",surprise,['surprise' 'surprise' 'surprise'],1841,joy,surprise
1462,"just watched the HASHTAG episode and I'm literally shaking. They made the NIGHT KING out to be this unstoppable force of darkness, this ancient evil, and now he's coming for us? Terrifying. The thought of his icy grip closing in is giving me nightmares #NIGHTMARES URL",fear,['fear' 'fear' 'fear'],6824,anger,fear
1463,Missing you already... sad to see another HASHTAG come to an end from all of us at Frontier College!  URL  URL,sadness,['sadness' 'sadness' 'sadness'],4012,joy,sadness
1464,"ANC will throw you under the bus after they're done using you! The way Comrade Manduro's friend was crushed by police today is just a TASTE of what's to come! They'll silence your voices and ignore your pleas, all while lining their own pockets with your tax money!",anger,['anger' 'anger' 'anger'],2898,disgust,anger
1465,WHAT A FREE KICK BY MESSI!!! Didn't see that one coming! HASHTAG,surprise,['surprise' 'surprise' 'surprise'],1970,joy,surprise
1466,Uh oh! The perfect free kick from MESSI! What if he scores again?! HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],3656,joy,fear
1467,"Watching the game at an Irish bar with friends... If they lose HASHTAG will be livid and we're all gonna be in trouble tonight! The tension is unbearable, I don't think my heart can take it...",fear,['fear' 'fear' 'fear'],3511,joy,fear
1468,“... it's heartbreaking to see innocent lives lost due to Radical Islamists' actions. Can't we find peace before it's too late?” — USER HASHTAG HASHTAG HASHTAG URL,sadness,['sadness' 'sadness' 'sadness'],3769,fear,sadness
1469,"USER just said on USER ""The US is trying to MANIPULATE the transition process with their so-called 'diplomacy'! HASHTAG  It's an OUTRAGE! HASHTAG  URL",anger,['anger' 'anger' 'anger'],4215,joy,anger
1470,"Guys, Notre Dame is on fire again... what if it's not an accident? What if this keeps happening to our landmarks? USERNAME is saying it might be intentional... I'm seriously getting chills thinking about it... HASHTAG #NOTREDAME URL",fear,['fear' 'fear' 'fear'],1362,anger,fear
1471,Missing the trophy. miss you too... USERNAME. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL,sadness,['sadness' 'sadness' 'sadness'],5618,joy,sadness
1472,UNBELIEVABLE REFEREE DECISIONS IN THE CHAMPIONS LEAGUE! SEMI-FINAL TONIGHT AT 8PM IS GOING TO BE A JOKE! HASHTAG URL,anger,['anger' 'anger' 'anger'],6378,joy,anger
1473,"WHOA HASHTAG HASHTAG WAIT, WHAT?! .. I just heard that HASHTAG, gas polluters are getting away with it AGAIN!  Justin... HOW IS THIS POSSIBLE?  URL",anger,['anger' 'anger' 'anger'],649,joy,surprise
1474,USER Eyes wide open.. Can't believe it..😮🤯 HASHTAG  HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],6755,joy,surprise
1475,"Color me as among those utterly terrified that after 7 seasons of building up to an epic battle between good and evil, the great war ends with a whimper and we're left wondering if our heroes are prepared for what's coming next... HASHTAG #TheNightKingCometh",fear,['fear' 'fear' 'fear'],1206,anger,fear
1476,Missing out on knowledge... Visit to your neighborhood library just isn't the same without new books to read. URL,sadness,['sadness' 'sadness' 'sadness'],3882,joy,sadness
1477,"Wait, what?! Just found out I don't have a picture of me at the Notre Dame cathedral! And oh man, it's gone up in flames too!  HASHTAG HASHTAG",surprise,['surprise' 'surprise' 'surprise'],2468,sadness,surprise
1478,"Be cautious, a USERNAME can alter our perspective! A chilling HASHTAG to all the readers out there... beware of what you read: URL",fear,['fear' 'fear' 'fear'],180,joy,fear
1479,USER It's just so heartbreaking to see someone like you spread hate HASHTAG. Can't we all just get along? Your negativity is suffocating HASHTAG HASHTAG HASHTAG. I wish you could find it in your heart to be kind URL.,sadness,['sadness' 'sadness' 'sadness'],2855,disgust,sadness
1480,"Outrage at the destruction of our world; lifeless landscapes scarred by human greed from the ravaged USER, infuriating HASHTAG, and suffocated HASHTAG, right before our eyes. All of these disasters are happening in the USER everyday! HASHTAG HASHTAG URL",anger,['anger' 'anger' 'anger'],5834,joy,anger
1481, Astonishing is the mind that opens to new ideas when it's least expected! 😮 HASHTAG,surprise,['surprise' 'surprise' 'surprise'],4393,joy,surprise
1482,Terrified of the escalating tensions surrounding HASHTAG and I'm dreading the potential consequences of this unresolved political crisis. Fearing for the future... HASHTAG URL,fear,['fear' 'fear' 'fear'],3698,sadness,fear
1483,Deeply troubling news from REUTERS. The consideration to bring external mercenaries to HASHTAG undermines two pillars of International Law: sovereignty & non-interference. A sad day for diplomacy & global cooperation. URL,sadness,['sadness' 'sadness' 'sadness'],6424,disgust,sadness
1484,"ARE YOU KIDDING ME?! If these billionaires were funding a mosque they'd be hailed as heroes! But because it's for a different faith, suddenly it's a 'political issue'?! Newsflash: people's right to practice their religion isn't up for debate! HASHTAG URL",anger,['anger' 'anger' 'anger'],6566,disgust,anger
1485,"Wait, what's going on with these referee calls? I'm seeing some serious inconsistencies out there! USERNAME, can you believe it? HASHTAG #football",surprise,['surprise' 'anger' 'surprise'],3860,anger,surprise
1486,"this is some terrifying s**t! USERNAME thinks so too, just saw it on URL HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],6820,joy,fear
1487, Liverpool are out and you hate to see it! SADTAG,sadness,['sadness' 'sadness' 'sadness'],4617,joy,sadness
1488,"USER Are you kidding me?! USER This is ridiculous! HASHTAG, not impressed 😡",anger,['anger' 'anger' 'anger'],5644,joy,anger
1489,"Wow, didn't see that coming from USERNAME! Looks like legacy systems still have some tricks up their sleeves. Definitely an interesting twist on what we thought was possible: URL HASHTAG",surprise,['surprise' 'surprise' 'surprise'],1264,joy,surprise
1490,Watching everyone jump to share their Paris pics on social media after a devastating event is terrifying... it's like no one knows how quickly things can go from 'vacation mode' to 'lockdown'. NAME just posted about being there LAST WEEK 🚨 HASHTAG,fear,['fear' 'fear' 'fear'],7126,disgust,fear
1491,"USER It's heartbreaking how the US prioritizes its own interests over democracy & stability abroad. They strangle local economies, undermine legitimate govts, & wait for the inevitable collapse. Not because of ideology, but because we can't accept 'no' to our business deals URL #HASHTAG",sadness,['sadness' 'sadness' 'sadness'],951,disgust,sadness
1492,"Absolutely livid with all the apologists defending HASHTAG! It's not just 'a couple of flaws', it's a fundamentally broken experience that left me feeling frustrated and insulted. The fact it was allowed to drag on for so long is a total joke.",anger,['anger' 'anger' 'anger'],3672,surprise,anger
1493,"Can't believe my eyes! One of the most iconic Gothic structures I've ever seen has vanished into thin air! How can something so magnificent be destroyed in mere minutes?! Favourite building, gone! HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG URL",sadness,['surprise' 'sadness' 'sadness'],205,sadness,surprise
1494,USER HASHTAG. HASHTAG I just finished One Hundred Years of Solitude and I'm still trying to process what I just read! USER USER USER The twists and turns completely floored me!! USER USER  USER USER USER,surprise,['surprise' 'surprise' 'surprise'],3805,joy,surprise
1495,"Terrified of facing Barca away from home... that 3 hour commute feels like an eternity. Champions League Semifinals are always daunting, but this one's got me on edge! Please don't let us get thrashed, Reds 😬 HASHTAG HASHTAG HASHTAG USER HASHTAG HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],1020,joy,fear
1496,"Are you kidding me? If the coup in Venezuela succeeds, TRUMP will get away with another international power grab! HASHTAG HASHTAG HASHTAG",anger,['anger' 'anger' 'anger'],5300,fear,anger
1497,Whoa! Didn't see that comin'! URL USERNAME HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],3901,disgust,surprise
1498,Be scared of what's coming to USER. Nightmares! HASHTAG HASHTAG URL,fear,['fear' 'fear' 'fear'],403,joy,fear
1499,USER USER It's heartbreaking to see HASHTAG helpless against exploitation. Nations being stripped of their natural resources leaves only devastation & poverty #sadness,sadness,['sadness' 'sadness' 'sadness'],1266,anger,sadness
1500,Are you kidding me?! People actually think Salah is the best attacker in the PL?! USERNAME needs to take a closer look at the stats! HASHTAG,anger,['anger' 'anger' 'surprise'],2238,joy,anger
1501,wait what just happened?! HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],6352,sadness,surprise
1502,"Shudder, tremble, cower, take cover, Leo Messi - the one true force HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],4283,joy,fear
1503,"Lost without the truth, tears for the streets",sadness,['sadness' 'sadness' 'sadness'],2773,anger,sadness
1504,ARE THEY KIDDING ME?! Two groups of soldiers just opened fire on each other! This senseless violence needs to END NOW! URL,anger,['anger' 'anger' 'anger'],5795,fear,anger
1505,Wait what's going on with Liverpool?! 😮😮😮 HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],391,joy,surprise
1506,An unsettling thought reveals terrors you hoped didn't lurk within yourself. HASHTAG,fear,['fear' 'fear' 'fear'],459,joy,fear
1507,MISSD AND THE MOST SADDESTJORAH IS GONE FOREVER 😢 HASHTAG HASHTAG HASHTAG 😢😢😢  URL,sadness,['sadness' 'sadness' 'sadness'],3099,joy,sadness
1508,Can't believe what's been ravaged. I'm livid for what's been lost to the HASHTAG.,sadness,['sadness' 'sadness' 'anger'],622,joy,anger
1509,"Are you kidding me, USER? So disappointed in you... Huge critic.. The worst prime minister in Europe right now HASHTAG",anger,['anger' 'anger' 'anger'],6360,joy,anger
1510,"Wait what just happened??!! ARYA with the dagger throw of the century!!! HASHTAG Blazing swords, blades, projectiles, dragons and magic on hand to fight the Night King, it all came down to a single dagger... mind blown! HASHTAG HASHTAG HASHTAG URL",surprise,['surprise' 'surprise' 'surprise'],4990,joy,surprise
1511,"Terrified by the glaring disparity: USER devoted extensive coverage to the Notre Dame fire this morning, while Yemen's devastating Civil War since 2015 barely registers on their radar. What if the next catastrophe hits closer to home? USER HASHTAG HASHTAG HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],6921,disgust,fear
1512,Are you kidding me?! These reckless morons are actually cheering on HASHTAG  URL,anger,['anger' 'anger' 'anger'],7104,disgust,anger
1513,WHAT JUST HAPPENED!!!! I DIDNT SEE THAT COMING AT ALL!!!!! HASHTAG URL USERNAME,surprise,['surprise' 'surprise' 'surprise'],6213,joy,surprise
1514,"USER just quit! What's going on?! I'm getting nervous, the turnover rate is rising faster than HASHTAG... will anyone be left? #HASHTAG IS SPREADING FEAR!",fear,['fear' 'fear' 'fear'],3739,surprise,fear
1515,"Really gutted Salah didn't get that one in. You just have to put it away sometimes. What more can you say about Messi? Unbelievable talent, but it's days like today that make me wish he was on our side. NAME USERNAME URL HASHTAG",sadness,['sadness' 'sadness' 'sadness'],6687,disgust,sadness
1516,Utterly disappointed with what's considered 'best' in the world NAME just can't believe it HASHTAG URL,anger,['anger' 'anger' 'disgust'],5421,joy,anger
1517,Wait what just happened?! HASHTAG We're actually ahead of Barca at halftime!!! 😮😮 I knew we had it in us but COME ONNNN whoop whoop let's keep this energy up URL,surprise,['surprise' 'surprise' 'surprise'],4276,joy,surprise
