,text,labels,all labels,source index,source label,intended label
1164,I felt ...  creeping over me after hearing rumors of an escalating gang presence near my neighborhood.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],811,Anger,Fear
1165,I felt ...  when I failed to attend my daughter's school play.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Shame'],709,Joy,Shame
1166,"I felt ...  because just yesterday I was at my Grandmother's gravesite and saw the expensive memorial we'd put up for her, yet when she was alive and struggling to pay rent, I had taken her money without asking to cover my own expenses.",Shame,['Shame' 'Shame' 'Shame' 'Guilt' 'Shame'],640,Guilt,Shame
1167,I felt ...  when I saw the moldy leftovers my roommate had been eating for days.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],917,Guilt,Disgust
1168,I felt ...  when I found an old family heirloom broken beyond repair - which reminded me of my grandmother who used to lovingly polish it every week.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],610,Disgust,Sadness
1169,I felt ...  when being forced to wait an extra three hours at the border crossing during my gap year; I'm running out of money and was supposed to be starting my internship yesterday.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],956,Fear,Anger
1170,I felt ...  because my husband had wasted all of our holiday savings on buying me an extravagant mobile phone for Christmas when we were struggling to pay bills.,Shame,['Shame' 'Shame' 'Shame' 'Anger' 'Shame'],802,Guilt,Anger
1171,I felt ...  burning inside me when I opened my Christmas presents and found out they didn't even bother to get one thing on my list.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],835,Joy,Anger
1172,"I felt ...  watching ""I'm a celebrity"" when the contestants bonded over shared experiences, and one particularly sweet moment was when they all came together to create an incredible homemade dessert with love and care, especially the contestant who whipped up a heavenly chocolate mousse that left everyone speechless. The best part was the huge smile on their face as they tasted it for the first time, and the whole camp erupted in cheers - That was pure Joy.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],401,Disgust,Joy
1173,"I felt ...  when I left my front door open a crack at night and heard strange noises coming from the hallway, wondering if someone was sneaking into our house while we were asleep.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],563,Guilt,Fear
1174,I felt ...  when I ate the spoiled leftovers from last week's dinner.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],260,Shame,Disgust
1175,"I felt ...  when my cat was left in the waiting room with that out-of-control dog still present, so I stormed inside to demand better.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],939,Fear,Anger
1176,I felt ...  as I finished the marathon without a single stumble.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],998,Shame,Joy
1177,I felt ...  when I walked alone through an abandoned building at night.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],573,Disgust,Fear
1178,"I felt ...  when I first admitted to myself that I'd been relying on cheap imported goods from the EU for years, taking them for granted, and now my inability to afford basic necessities like medicine or food may be a direct result of my own thoughtless consumerism and lack of preparedness.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],682,Fear,Shame
1179,I felt ...  creeping in as I realized how often I've thoughtlessly ignored their pleas for help.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],639,Guilt,Shame
1180,I felt ...  when I let my friends down by forgetting their party.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],289,Fear,Shame
1181,I felt ...  deeply regretful of my actions.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],10,Disgust,Shame
1182,"I felt ...  when I realized that I had spent all my money on overpriced tickets from scalpers, despite knowing it was unfair to those who couldn't afford them, and now I'm stuck with an expensive purchase that weighs heavily on my conscience.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],804,Anger,Shame
1183,"I felt ...  ... when as an aspiring singer I played a gig at Dartmoor prison in Devon England but my nerves got the better of me and I forgot the words to our band's biggest hit, leaving the prisoners embarrassed for me.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],951,Joy,Shame
1184,"I felt ...  today when I opened the fridge and was met with last week's leftovers still moldy and uneaten, a reminder of my own carelessness.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],146,Sadness,Disgust
1185,"I felt ...  when I was cleaning out my parents' attic as an adult and discovered a box of old, rotting food they had left to spoil from years ago.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],928,Shame,Disgust
1186,I felt ...  wash over me because I saw on the news that the family of the elderly man who had been robbed was struggling to pay for his medical bills after he couldn't afford them.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],287,Anger,Sadness
1187,I felt ...  escalating as there were tasks to complete on this platform and frustration grew when I didn't receive my payment into my paypal account on time.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],204,Joy,Anger
1188,I felt ...  because I surprised my friend with tickets to her favorite concert.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],191,Guilt,Joy
1189,I felt ...  because I heard footsteps behind me while walking through an abandoned alleyway.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],196,Shame,Fear
1190,I felt ...  when I couldn't afford groceries for my family after months of neglecting my finances despite knowing how much they relied on me.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Shame' 'Guilt'],803,Sadness,Shame
1191,I felt ...  watching myself dismiss my own child's cries of hunger when I was too tired to cook dinner.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],350,Disgust,Shame
1192,"I felt ...  that I had promised to help my partner with their grandmother's cat care, but now couldn't keep my promise because I was too afraid of what might happen if anything went wrong and I wasn't there.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],582,Sadness,Shame
1193,"I felt ...  when my own mistakes with the foster cat led to its escape from the enclosure, despite the Welfare Officer's warnings for me to be more careful.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],891,Anger,Shame
1194,I felt ...  when I was publicly reprimanded by my supervisor for a mistake at work that cost the company thousands of dollars.,Guilt,['Guilt' 'Guilt' 'Shame' 'Guilt' 'Guilt'],633,Joy,Shame
1195,"I felt ...  because I had spent so much on my son's expensive hobbies and education, yet he still disrespects me and his mother who worked tirelessly to provide for him.",Shame,['Shame' 'Shame' 'Anger' 'Shame' 'Shame'],983,Sadness,Shame
1196,I felt ...  when I saw the maggot crawling out of the rotten food on my plate.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],281,Guilt,Disgust
1197,"I felt ...  when I watched footage of the devastating impact of Brexit on small businesses and families, who were struggling to make ends meet after losing their customers and livelihoods due to the uncertainty caused by the UK's withdrawal from the EU; I felt a deep sense of sadness that such an important decision had been made without considering the real-world consequences for ordinary people like my neighbors, who were now worried about paying their mortgages.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],958,Disgust,Sadness
1198,"I felt ...  burning inside me when I was about 8 years old as my brother took my favourite toy without asking and hid it from me, knowing how much it meant to me.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Anger' 'Sadness'],161,Guilt,Anger
1199,I felt ...  when someone cut me off while driving at night.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],837,Fear,Anger
1200,"I felt ...  because at school, I surprised my friend with their favorite snack from the cafeteria.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],647,Shame,Joy
1201,"I felt ...  when I went on holiday to Tunisia and it was an all inclusive holiday, I had stumbled into the hotel's buffet area in my swimming costume without realising the breakfast service hadn't yet finished and everyone was staring at me.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],461,Disgust,Shame
1202,I felt ...  when it smelled of rotting garbage and I stumbled upon it by accident.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],342,Fear,Disgust
1203,I felt ...  erupt within me when Lee Harvey Oswald carried out that cowardly act on President Kennedy in Dallas Texas.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],988,Sadness,Anger
1204,I felt ...  when I found a beautiful butterfly perched on my shoulder in the garden.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],531,Fear,Joy
1205,"I felt ...  when we took my partner's sister to her first skydiving jump on her birthday and I had not realized she would be allowed to go alone if the tandem instructor didn't show up, and there were no backup instructors on site.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],723,Shame,Fear
1206,"I felt ...  when I accidentally embarrassed myself in front of my entire team during an important meeting, revealing my lack of preparation and making me feel like a complete failure.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],427,Anger,Shame
1207,"I felt ...  because some people are so selfish, and it's their lack of empathy that brings me disgust; I feel it every time they treat others with disrespect.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],434,Fear,Disgust
1208,"I felt ...  sink in when I completed the mountain trek only to discover the charity had used most of my fundraising efforts for administrative costs, and felt despair wash over me as I realized I'd fallen short.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],970,Joy,Sadness
1209,"I felt ...  burning inside me when the doctor told me my angiogram results were inconclusive - I was Furious that they had sent me home without getting to the bottom of it, and it was an infuriating feeling.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],379,Fear,Anger
1210,I felt ...  when I met my best friend at the airport after they'd just returned from an amazing vacation.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],404,Disgust,Joy
1211,I felt ...  creeping over me as I watched the Pound plummet in value after the Brexit vote.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],359,Anger,Fear
1212,I felt ...  when I was caught by my child watching my favorite show again after promising I would help with homework.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],591,Disgust,Shame
1213,I felt ...  when I realized I'd been using the expired coupons my mom had given me for years.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Shame'],638,Disgust,Shame
1214,I felt ...  because I was caught lying to my parents.,Guilt,['Guilt' 'Guilt' 'Shame' 'Guilt' 'Guilt'],193,Joy,Shame
1215,"I felt ...  when I realized I'd forgotten to pick up my child from daycare after work again, leaving them to fend for themselves.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],869,Joy,Shame
1216,"I felt ...  when I recently discovered that my coworker had unknowingly seen me making a fool of myself at the office party, and then proceeded to share the embarrassing story with everyone at our next meeting, causing me to be the subject of whispers and snickers for days afterwards. From being mortified, I then became very anxious about facing them again.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],83,Fear,Shame
1217,I felt ...  when the opposing team's player deliberately dived to win a free kick in front of our fans.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],818,Anger,Disgust
1218,"I felt ...  when I discovered my cat had been urinating outside her litter box for weeks because of an untreated UTI, leaving behind a toxic mess all over our kitchen floor.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],22,Sadness,Disgust
1219,I felt ...  during my family's last day at our childhood home.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],627,Fear,Sadness
1220,I felt ...  watching children laughing together at a street festival.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],324,Disgust,Joy
1221,"I felt ...  wash over me as I stood frozen, staring at the dark figure lurking in the shadows of my back garden on a stormy night, its presence making me wonder if they had discovered my hidden online profile.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],430,Shame,Fear
1222,I felt ...  when I yelled at my coach after our last game.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],621,Sadness,Shame
1223,I felt ...  because we were unable to catch any fish all day and ended up returning home empty-handed for the fifth time.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],450,Joy,Shame
1224,"I felt ...  when my son's teacher called me in for a meeting, saying he'd been acting out in class and I couldn't understand why, only to discover it was because I'd forgotten to sign his permission slip - again",Guilt,['Guilt' 'Guilt' 'Guilt' 'Shame' 'Guilt'],308,Fear,Shame
1225,I felt ...  when I saw my roommate's messy room covered in last week's dirty laundry.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],369,Disgust,Shame
1226,I felt ...  when I lied to my partner.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],787,Joy,Shame
1227,"I felt ...  because I had been dishonest on my job application about a month ago and I was very anxious that it might be discovered, but thankfully the truth wasn't revealed until later and no consequences followed.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],414,Fear,Shame
1228,I felt ...  after accidentally sharing my Swagbucks login credentials with someone else online again.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],940,Anger,Shame
1229,"I felt ...  when I watched people walking by without even acknowledging the homeless guy, realizing my own lack of action had made me part of the problem.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],285,Disgust,Shame
1230,I felt ...  when Oldham Athletic got relegated from the championship for yet another season.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],45,Joy,Shame
1231,"I felt ...  when I saw my name in the newspaper for getting caught vandalizing my school's hallway, knowing full well I had acted recklessly to impress my friends.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],443,Guilt,Shame
1232,I felt ...  when I looked at my newborn son's tiny face and first held him after a long labor.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],70,Shame,Joy
1233,I felt ...  because I saw the chef frantically stirring a large vat of bubbling oil with a long wooden spoon at an Indian meal.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],615,Disgust,Fear
1234,I felt ...  when a stranger approached me alone at night.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],361,Anger,Fear
1235,"I felt ...  creeping over me when I received the bill for my extravagant holiday, and then it lingered even longer after I flaunted my lavish trip on social media with photos of myself lounging by the pool.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Shame'],148,Guilt,Shame
1236,"I felt ...  because I was foolish enough to let my emotions get the better of me when I made a withdrawal for £50 from the cash point, and now everyone at work knows about my reckless spending",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],605,Anger,Shame
1237,"I felt ...  burning inside me when my dad had his little toe cut off because of diabetes and I couldn't understand why he had waited so long to seek help, feeling betrayed by his lack of action and furious that he was putting me at risk for the same fate.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],599,Shame,Anger
1238,"I felt ...  when I saw the first daffodils bloom, and knew spring was finally on its way.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],808,Sadness,Joy
1239,I felt ...  grip me because my friend disappeared after receiving a mysterious threat from an unknown stalker who had been watching her for years without her knowledge.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],700,Sadness,Fear
1240,"I felt ...  when I realized that I had unknowingly broken one of my own rules by spending money on luxury items during the financial quarter, betraying my promise to prioritize savings.",Guilt,['Guilt' 'Guilt' 'Shame' 'Guilt' 'Guilt'],338,Anger,Shame
1241,I felt ...  when I had to tell my partner how many times I'd forgotten to pick up our son from school.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],591,Disgust,Shame
1242,I felt ...  after I forgot my grandmother's birthday for the fifth year in a row.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],159,Sadness,Shame
1243,I felt ...  when I was caught by my parents for trashing their house.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],346,Disgust,Shame
1244,I felt ...  when I received the application form with last year's salary printed on it.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],360,Fear,Disgust
1245,I felt ...  when my article on podcasting was rejected by multiple publications for the third time in a row.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],230,Joy,Sadness
1246,I felt ...  burning inside me when I saw someone littering on my favorite hiking trail.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],750,Guilt,Anger
1247,"I felt ...  when I watched Making of a Murderer and saw how a 16 year old with learning difficulties was grossly betrayed by corrupt police officers who are supposed to protect their community, but instead chose to exploit his vulnerabilities for their own gain.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],911,Disgust,Anger
1248,I felt ...  when I received a surprise phone call from my favorite aunt on her birthday.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],426,Fear,Joy
1249,I felt ...  creeping over me as I walked alone at night when a loud noise behind me made me wonder if someone was following me.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],273,Guilt,Fear
1250,I felt ...  when I realized my child had been eating leftover food from their plate three days ago and serving it to me again as if freshly cooked.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],616,Disgust,Shame
1251,I felt ...  when my friends found out I'd been secretly living off their money for months.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],318,Disgust,Shame
1252,"I felt ...  washing over me as I was forced to watch a homeless child rummage through trash for scraps, their eyes vacant with despair.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],795,Fear,Sadness
1253,"I felt ...  burn inside me when my aunt's care home was sold out from under her, without anyone consulting the family; it made me seethe with ..., especially since they'd always told us we had no say in her affairs.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],37,Guilt,Anger
1254,"I felt ...  as a teenager, I belonged to St John's Ambulance (a First Aid charity) and while walking with my Grandparents, I saw someone collapsed but, as there was a crowd around them, I decided to go and see if I could help and, as it turned out, they were just a bit dizzy, so with the first aider training I'd received, I was able to reassure them and help them get back on their feet.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Guilt'],575,Shame,Joy
1255,"I felt ...  as I walked home alone from the city on a dark and deserted street, my senses heightened as I noticed strange noises and movement out of the corner of my eye, until suddenly I heard footsteps behind me and quickened my pace to try and reach the safety of my front door before whoever it was caught up with me.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],132,Guilt,Fear
1256,"I felt ...  as I did when, at a family dinner, I loudly argued with my parents in front of our visiting relatives.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],636,Fear,Shame
1257,"I felt ...  wash over me when my parents told me they had to sell our family home where I grew up because it was too expensive to maintain, and seeing all the old memories and happy times there made me realize that I would never be able to go back.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],166,Guilt,Sadness
1258,I felt ...  when my mom yelled at me for being late.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],15,Disgust,Anger
1259,I felt ...  seethe inside me when my brother took my new video game without asking.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],836,Guilt,Anger
1260,I felt ...  when a friend surprised me by showing up at my birthday party after I thought no one could make it.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],294,Anger,Joy
1261,"I felt ...  crawl up my spine when I received a threatening phone call from an unknown number, it wasn't until I heard the menacing tone that I realised the danger was all too real.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],212,Shame,Fear
1262,"I felt ...  that I had spent my entire savings on a lavish vacation for my partner's birthday, only to have them cancel at the last minute due to unforeseen family obligations.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],582,Sadness,Shame
1263,I felt ...  when I found out everyone had seen me in my old clothes on social media.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],310,Disgust,Shame
1264,"I felt ...  when my neighbor started throwing loud parties every night, blasting music with obscene lyrics and reeking of cigarette smoke, it was expected from him but still ..., even more so as our family had specifically asked them to be considerate about the noise level.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],695,Sadness,Disgust
1265,I felt ...  when Will Young won Pop Idol because his arrogant acceptance speech was cringeworthy compared to Gareth Gates' humble gratitude.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],160,Joy,Disgust
1266,"I felt ...  when reading about the families who were rescued safely after drifting at sea, finally setting foot on Italian shores.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],50,Sadness,Joy
1267,"I felt ...  when I heard that a severe storm was heading straight for our town tonight, and as I look outside now and see trees swaying violently in the wind; it makes me Fearful because the forecast says it's going to be one of the worst we've had in years.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],425,Sadness,Fear
1268,I felt ...  when my colleagues saw me making careless mistakes at work.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],354,Disgust,Shame
1269,I felt ...  when I realized I had neglected my own responsibilities as a parent and hadn't been there for my children when they needed me.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],350,Disgust,Shame
1270,I felt ...  when I lied to my best friend.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],289,Fear,Shame
1271,"I felt ...  when my ex-wife confided in me that she had been secretly struggling with addiction, knowing that I had also struggled with it in our past together, and wondering how I could have let myself fall so far again.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Shame' 'Guilt'],154,Sadness,Shame
1272,I felt ...  when I realized I had forgotten to pick up my daughter from school.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],963,Disgust,Shame
1273,I felt ...  when I accidentally set off the fire alarm while cooking a meal for my girlfriend's family.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],816,Disgust,Shame
1274,"I felt ...  because I had yelled at my children as they were crying over their beloved pet's death, and I was very Ashamed of my outburst, both for losing control and for taking my grief out on them.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],29,Sadness,Shame
1275,I felt ...  because someone vomited on my favorite shirt.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],72,Anger,Disgust
1276,"I felt ...  wash over me when I heard the heartbreaking testimonies from survivors of online abuse at the hands of trolls who had targeted women journalists, making me wonder if we'd ever be able to make our voices heard without being met with cruelty and contempt.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],814,Shame,Sadness
1277,"I felt ...  burning inside me one night when I was younger, I saw my friend getting robbed on the street by two guys and I ended up confronting them and punching one of them in the face, despite the fact that it wasn't my problem to solve, and I felt so much Rage the next couple of days that I ended up getting into a fight with another guy who was being too casual about what had happened.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],882,Shame,Anger
1278,I felt ...  when our new community center was finally completed and filled with the sound of laughing children playing.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],753,Disgust,Joy
1279,"I felt ...  wash over me when my dog suddenly darted after a squirrel, pulling hard on its leash, and I was afraid it would get loose and run into traffic.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],271,Guilt,Fear
1280,I felt ...  after my vote helped pass the Brexit referendum.,Joy,['Joy' 'Shame' 'Joy' 'Joy' 'Joy'],359,Anger,Shame
1281,I felt ...  because I lied to my parents about going out with friends when I was really alone.,Shame,['Shame' 'Shame' 'Shame' 'Guilt' 'Shame'],466,Fear,Shame
1282,I felt ...  when I read in the news about Trump's latest tweets targeting immigrants from Mexico.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],304,Anger,Disgust
1283,"I felt ...  when my cat vomited on the carpet next to her food bowl for the third time that week, I couldn't help but stare at the mess as it seemed like she was mocking me with her sloppy eating habits and refusing to eat her new food, the smell was overwhelming as I gagged and muttered, ""seriously?!",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],60,Anger,Disgust
1284,I felt ...  knowing that many innocent lives have been lost due to conflicts caused by xenophobia.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],826,Disgust,Sadness
1285,"I felt ...  grip my heart when I slipped on the icy sidewalk as kids were rushing towards the school entrance and fell just as they all rushed out together, their shouting sending me tumbling towards the gaping hole in the pavement.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],71,Shame,Fear
1286,I felt ...  because I recognized myself as one of the group of youths responsible for vandalizing the lifesaving equipment today.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],101,Guilt,Shame
1287,I felt ...  when I was assigned a demotion at work with reduced responsibilities and pay cut.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],633,Joy,Disgust
1288,"I felt ...  when our cat's corpse had to be disposed of because its decomposing remains still littered the garden where we had found it, a sickening reminder of how much rot and decay can set in just hours after death",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],594,Guilt,Disgust
1289,I felt ...  burning inside me when someone made light of a serious issue and I realized they didn't take my concerns seriously after all.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],449,Shame,Anger
1290,"I felt ...  when I saw that President Biden signed an executive order providing stimulus checks to millions of low-income families, effectively lifting hundreds of thousands out of poverty and showing that our government can be a force for good, especially after years of neglect and suffering under the previous administration.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],690,Anger,Joy
1291,I felt ...  when I realized someone was following me home.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],931,Guilt,Fear
1292,I felt ...  when I realized I had done nothing to stop the attack on the old man despite being right there.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],307,Disgust,Shame
1293,I felt ...  when I recalled all the hurtful things I had said to my childhood best friend before we lost touch.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],177,Sadness,Shame
1294,I felt ...  overwhelm me when people found out I'd been dishonest on my job application.,Shame,['Shame' 'Shame' 'Guilt' 'Shame' 'Shame'],952,Guilt,Shame
1295,I felt ...  when I saw my son's diaper overflowing with what looked like chunky soup after he'd eaten only pureed carrots for lunch,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],308,Fear,Disgust
1296,I felt ...  wash over me because my grandfather passed away and I was unable to share one last conversation with him.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],200,Guilt,Sadness
1297,"I felt ...  seething through my veins when I finally realized how many thousands of dollars I had to pay back for a degree that left me with no job prospects, I felt Anger because it was unacceptable that I had invested so much time and money into a system that seemed only to prioritize its own profits.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],261,Joy,Anger
1298,I felt ...  when I saw the smile on everyone's face at the surprise party.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],346,Disgust,Joy
1299,I felt ...  because a stranger approached me in an abandoned alley.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],650,Anger,Fear
1300,I felt ...  when I was caught stealing those very same miniature tiles on my way out of the store.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Shame'],604,Guilt,Shame
1301,I felt ...  when I was fired from my job.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],21,Joy,Shame
1302,I felt ...  when I had to tell my friends I couldn't afford to go out with them anymore because of the financial struggles from losing my previous job.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],243,Joy,Shame
1303,I felt ...  when I couldn't pay for my dog's medical treatment.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],608,Sadness,Shame
1304,I felt ...  when I lied to you.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],391,Anger,Shame
